# name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication,detection_type,mass_detection_type,radius_detection_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names
HD 106315 b,Confirmed,0.03964,0.01007,0.01007,,,,0.218,0.015,0.015,9.55237,0.00089,0.00089,0.0907,0.001,0.001,0.093,0.068,0.11,87.54,0.32,0.32,,2017,2021-02-05,239.0,200.0,74.0,,,,2457586.5487,0.0029,0.0029,2457586.5479,0.003,0.003,,,,,,,0.67,0.1,0.1,,,,3.63,0.92,0.92,1153.0,25.0,25.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"2MASS J12135339-0023365 b, BD+00 2910 b, EPIC 201437844 b, EPIC 201437844.01, GSC 04940-00868 b, K2-109 b, SAO 138659 b, TYC 4940-868-1 b, WISE J121353.39-002336.4 b",,HD 106315,183.472473,-0.393484,9.0,,8.116,7.962,,109.0,5.0,5.0,-0.311,0.079,0.079,1.09,0.04,0.04,1.3,0.06,0.06,F5 V,4.48,-0.96,0.96,6327.0,48.0,48.0,,,"2MASS J12135339-0023365, BD+00 2910, EPIC 201437844, GSC 04940-00868, K2-109, SAO 138659, TYC 4940-868-1, WISE J121353.39-002336.4"
HD 106315 c,Confirmed,0.04782,0.01164,0.01164,,,,0.388,0.021,0.021,21.05704,0.00046,0.00046,0.1536,0.0017,0.0017,0.22,0.15,0.15,88.61,0.25,0.7,,2017,2021-02-05,96.0,35.0,88.0,,,,2457569.0173,0.0014,0.0014,2457569.0178,0.0012,0.0012,,,,,,,0.52,0.31,0.17,,,,3.43,0.83,0.83,886.0,20.0,20.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"2MASS J12135339-0023365 c, BD+00 2910 c, EPIC 201437844 c, EPIC 201437844.02, GSC 04940-00868 c, K2-109 c, SAO 138659 c, TYC 4940-868-1 c, WISE J121353.39-002336.4 c",,HD 106315,183.472473,-0.393484,9.0,,8.116,7.962,,109.0,5.0,5.0,-0.311,0.079,0.079,1.09,0.04,0.04,1.3,0.06,0.06,F5 V,4.48,-0.96,0.96,6327.0,48.0,48.0,,,"2MASS J12135339-0023365, BD+00 2910, EPIC 201437844, GSC 04940-00868, K2-109, SAO 138659, TYC 4940-868-1, WISE J121353.39-002336.4"
HD 106906 (AB) b,Confirmed,11.0,2.0,2.0,,,,,,,,,,850.0,260.0,560.0,,,,56.0,21.0,12.0,,2013,2020-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Imaging,Spectrum,,HD 106906 b,,HD 106906 (AB),184.471630975,-55.9755251461,7.8,,,,,92.0,6.0,6.0,0.04,0.02,0.01,1.5,0.1,0.1,,,,F5V,0.013,0.002,0.002,6798.0,40.0,20.0,Imaging,,
HD 10697 b,Confirmed,6.837,0.532,2.637,6.383,0.078,0.078,1.152,,,1075.69,0.82,0.82,2.14,0.088,0.088,0.1043,0.0083,0.0083,69.0,26.0,26.0,0.066339,2000,2018-12-30,114.9,6.0,6.0,2451492.0,17.0,17.0,,,,,,,,,,,,,,,,,,,116.9,1.3,1.3,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,Theoretical,109 Psc b,,HD 10697,26.2326,20.08315,6.29,,,,,32.56,0.88,0.88,0.1,0.06,0.06,1.13,0.03,0.03,1.79,0.17,0.17,G5 IV,6.9,0.6,0.6,5600.0,80.0,80.0,,,109 Psc
HD 110113 b,Confirmed,0.01432,0.00195,0.00195,,,,0.1829,0.0107,0.0107,2.541,0.001,0.0005,0.035,0.001,0.001,0.093,0.064,0.079,,,,,2021,2022-06-07,331.0,39.0,39.0,,,,,,,2458570.101,0.005,0.004,,,,,,,0.31,0.22,0.22,,,,2.15,0.28,0.28,1371.0,14.0,14.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,,TOI-755 b,,HD 110113,190.037500003,-44.31194446,10.0,,,,,106.3,0.72,0.72,,,,0.997,0.06,0.06,0.968,0.018,0.018,,,,,5732.0,50.0,50.0,,,TOI-755
HD 114783 b,Confirmed,6.3,2.97,26.9,1.1,0.06,0.06,,,,493.7,1.8,1.8,1.16,0.019,0.019,0.144,0.032,0.032,10.0,8.0,8.0,0.058824,2001,2016-01-22,86.0,11.0,11.0,2453806.0,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 114783,198.1791667,-2.265,7.57,,,,,20.4,,,0.33,,,0.92,,,0.78,,,K0,3.7,,,5105.0,,,,,
HD 1160 b,Confirmed,20.0,,,,,,,,,,,,80.0,0.0,0.0,,,,,,,0.772947,2012,2020-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Imaging,Spectrum,,,,HD 1160,3.9875,4.2511111,7.12,,,,,103.5,4.0,4.0,-0.3,,,,,,,,,A0V,0.05,0.04,0.04,,,,,,
HD 118203 b,Confirmed,2.173,0.08,0.08,,,,1.133,0.03,0.03,6.13498,3.8e-05,3.8e-05,0.07082,0.0011,0.00095,0.316,0.021,0.021,88.75,1.0,0.86,0.00079,2005,2019-11-14,153.6,3.6,3.6,2458707.116,0.048,0.048,,,,2458712.66156,0.00025,0.00025,2458708.495,0.082,0.082,,,,0.125,0.086,0.1,,,,218.3,5.2,5.2,1496.0,26.0,26.0,,,,,,,Published in a refereed paper,Radial Velocity,Spectrum,Primary Transit,,,HD 118203,203.5083333,53.7283333,8.05,,,,,88.6,,,0.1,0.05,0.05,1.23,0.03,0.03,,,,K0,4.6,0.8,0.8,5600.0,150.0,150.0,,,
HD 118865 B,Confirmed,55.0,13.0,13.0,,,,,,,,,,9200.0,,,,,,,,,,2013,2019-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Imaging,,,ULAS J133943.79+010436.4,,HD 118865 A,204.893023601,1.08836844038,7.98,,,6.73,,,,,,,,,,,,,,F8V,3.2,1.7,1.7,,,,,,"HIP 66637, 2MASS J13393431+0105180"
HD 126053 B,Confirmed,35.0,15.0,15.0,,,,0.9,0.1,0.1,,,,2630.0,,,,,,,,,,2012,2019-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Published in a refereed paper,Imaging,Spectrum,,"BD+01 2920 B, WISE J142320.84+011638.0",,HD 126053 A,215.813686478,1.24156717364,6.27,5.39,5.05,4.81,4.64,17.4385,0.011,0.011,-0.38,0.06,0.06,0.87,0.07,0.07,,,,G1V,8.5,6.0,6.0,5750.0,100.0,100.0,,,"BD+01 2920, HIP 70319, 2MASS J14231528+0114294"
HD 128311 c,Confirmed,4.19,0.83,1.27,3.21,0.3,0.3,,,,919.0,,,1.76,0.13,0.13,0.17,0.09,0.09,50.0,10.0,10.0,0.106024,2005,2011-05-10,195.5,150.0,150.0,2450012.2,401.0,401.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 128311,219.0,9.7463889,7.51,,,,,16.6,,,0.08,,,0.84,,,0.73,,,K0V,0.39,,,4965.0,,,IR Excess,,
HD 130322 b,Confirmed,1.05,0.03,0.77,1.02,,,,,,10.72,,,0.09,,,0.044,,,76.0,42.0,42.0,0.002933,1999,2021-12-02,203.63,,,51287.38,0.68,0.68,,,,,,,,,,,,,,,,,,,115.0,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 130322,221.8875,-0.2813889,8.05,,,,,30.0,,,-0.02,,,0.79,,,0.83,,,K0 V,0.35,,,5330.0,,,IR Excess,,
HD 131664 b,Confirmed,135.3,70.0,50.0,,,,,,,19600.0,4.0,4.0,3.17,0.03,0.03,0.69,0.02,0.02,171.3,18.2,18.2,0.057189,2008,2021-10-05,151.6,1.0,1.0,2452060.0,41.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Default,,,,,HD 131664,225.025,-73.5352778,8.13,,,,,55.43,2.3,2.3,0.32,0.02,0.02,1.1,0.03,0.03,1.16,,,G3V,2.4,1.8,1.8,5886.0,21.0,21.0,,,
HD 136118 b,Confirmed,42.0,18.0,11.0,,,,,,,1209.0,24.0,24.0,1.45,0.25,0.25,0.352,0.006,0.006,163.1,3.0,3.0,0.027725,2002,2020-02-28,316.4,0.6,0.6,2450610.5,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Default,,,,,HD 136118,229.7291667,-1.5922222,6.94,,,,,52.3,,,-0.065,,,1.24,,,1.74,,,F9 V,4.26,,,6095.0,,,,,
HD 136352 b,Confirmed,0.01454,0.00142,0.00142,0.0166,0.0025,0.0025,0.13222,0.00517,0.00517,11.57779,0.001,0.001,0.0969,0.0019,0.0019,0.079,0.053,0.068,88.86,0.3,0.54,0.006304,2011,2020-07-23,172.0,67.0,67.0,2458622.4,1.9,2.1,,,,2458631.7672,0.0023,0.0023,2458625.63,2.0,2.0,,,,0.41,0.2,0.12,,,,1.4,0.13,0.13,911.0,18.0,18.0,,,,,,,Submitted to a professional journal,Radial Velocity,Radial Velocity,Primary Transit,,,HD 136352,230.45,-48.3175,5.65,,,,,14.8,0.08,0.08,,,,,,,,,,G4V,,,,,,,,,nu2 Lup
HD 136352 c,Confirmed,0.03552,0.00217,0.0023,0.0358,0.0031,0.0031,0.183854,0.00696,0.00696,27.5909,0.0031,0.028,0.1729,0.003,0.0034,0.037,0.026,0.039,88.658,0.057,0.057,0.01125,2011,2020-07-23,142.0,92.0,86.0,2458626.9,6.6,6.6,,,,2458650.8947,0.001,0.001,2458636.93,0.67,0.39,,,,0.854,0.016,0.013,,,,2.55,0.13,0.13,682.0,14.0,14.0,,,,,,,Submitted to a professional journal,Radial Velocity,Radial Velocity,Primary Transit,,,HD 136352,230.45,-48.3175,5.65,,,,,14.8,0.08,0.08,,,,,,,,,,G4V,,,,,,,,,nu2 Lup
HD 136352 d,Confirmed,0.02775,0.00296,0.00296,0.03,0.011,0.011,0.2284,0.008,0.008,107.63,0.19,0.19,0.4285,0.0076,0.0085,0.075,0.053,0.085,,,,0.02777,2011,2021-07-01,185.0,87.0,79.0,2458510.0,25.0,25.0,,,,,,,,,,,,,,,,,,,1.51,0.14,0.14,433.0,9.0,9.0,,,,,,,Submitted to a professional journal,Radial Velocity,Radial Velocity,,nu2 Lupi d,,HD 136352,230.45,-48.3175,5.65,,,,,14.8,0.08,0.08,,,,,,,,,,G4V,,,,,,,,,nu2 Lup
HD 13724 b,Confirmed,50.5,3.3,3.3,42.5,3.5,3.5,,,,44926.0,15000.0,15000.0,26.3,0.9,2.6,0.63,0.067,0.067,58.6,1.7,1.7,,2019,2020-02-20,184.9,1.1,1.1,2456189.1,54.0,73.0,,,,,,,,,,,,,,,,,,,278.0,13.0,13.0,,,,,,,,,,Published in a refereed paper,Radial Velocity,Spectrum,,,,HD 13724,33.087500007,-46.816388918,7.9,,,,,43.47,0.06,0.06,0.23,0.02,0.02,1.14,0.06,0.06,1.07,0.02,0.02,G3/5V,0.76,0.71,0.71,5868.0,27.0,27.0,,,
HD 137496 b,Confirmed,0.01271,0.00173,0.00173,,,,0.1169,0.0054,0.0054,1.62116,7.9e-05,8.06e-05,0.02732,0.00019,0.00019,0.0,,,85.8,2.2,2.6,,2021,2021-11-30,,,,,,,,,,2458039.1317,0.0029,0.0029,,,,,,,0.27,0.17,0.14,,,,2.14,0.29,0.29,2130.0,30.0,30.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,K2-364 b,,HD 137496,231.741666686,-16.508888906,,,,,,,,,,,,,,,,,,,,,,,,,,,
HD 1397 b,Confirmed,0.415,0.02,0.02,,,,1.026,0.027,0.025,11.53533,0.0008,0.0008,0.1097,0.0013,0.0011,0.251,0.019,0.02,88.99,0.73,0.67,,2018,2021-03-26,2.1,7.0,6.1,,,,,,,2458332.08261,0.0006,0.0006,,,,,,,0.17,0.11,0.12,,,,32.0,1.4,1.4,1228.3,10.0,10.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HD 1397,4.445833349,-66.358888903,7.9,,,,,79.31,0.17,0.17,0.27,0.05,0.05,1.322,0.042,0.049,2.328,0.056,0.05,G5III,4.52,0.5,0.5,5528.0,50.0,50.0,,,
HD 142022 A b,Confirmed,29.4,16.3,81.0,5.1,1.5,2.6,,,,1928.0,39.0,53.0,3.03,0.005,0.005,0.53,0.18,0.23,10.0,6.0,6.0,0.084472,2005,2014-05-26,170.0,10.0,8.0,50941.0,91.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 142022 A,242.5625,-84.2313889,7.7,,,,,35.87,,,0.19,0.04,0.04,0.99,,,0.705,0.135,0.135,K0 V,13.3,3.9,3.9,5382.0,,,,,
HD 149026 b,Confirmed,0.357,0.011,0.014,0.356,0.011,0.013,0.718,0.065,0.065,2.8758916,1.4e-06,1.4e-06,0.04288,0.00033,0.00033,0.0,,,85.3,0.8,0.8,0.000543,2005,2015-02-24,,,,2453317.838,0.003,0.003,,,,2454597.70713,0.00016,0.00016,,,,,,,,,,,,,54.63,11.9,11.9,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HD 149026,247.6208333,38.3472222,8.15,,,,,78.9,6.6,6.6,0.36,0.05,0.05,1.3,0.1,0.1,1.497,0.069,0.069,G0 IV,2.0,0.8,0.8,6147.0,50.0,50.0,,,
HD 152843 b,Confirmed,0.03637,0.01932,0.0207,,,,0.3042,0.0107,0.0125,11.6264,0.0025,0.0022,0.1053,0.003,0.003,,,,88.85,0.73,0.73,,2021,2021-05-13,,,,,,,,,,2459002.7708,0.0011,0.0011,,,,,,,0.32,0.2,0.27,,,,3.09,1.66,1.76,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,TOI-2319 b,,HD 152843,253.783333336,20.491388905,8.85,,,,,107.898,0.317,0.317,-0.16,0.05,0.05,1.15,0.04,0.04,1.43,0.02,0.02,G0,,,,6310.0,100.0,100.0,,,TOI-2319
HD 154345 b,Confirmed,1.3,0.6,1.9,1.0,0.3,0.3,,,,3538.0,300.0,300.0,4.3,0.4,0.4,0.26,0.15,0.15,50.0,26.0,26.0,0.238095,2006,2012-05-24,346.0,60.0,60.0,2454701.0,1000.0,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 154345,255.65,47.0819444,6.74,,,,,18.06,0.18,0.18,-0.105,0.03,0.03,0.88,,,,,,G8V,4.92,4.48,4.48,5468.0,44.0,44.0,,,
HD 163296 b,Confirmed,1.0,,,,,,,,,,,,94.0,6.0,6.0,,,,,,,,2016,2021-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Default,Theoretical,,,,HD 163296,269.087500007,-21.956111135,6.85,,,,,122.0,3.0,17.0,,,,2.3,,,,,,A1V,0.005,,,,,,,,
HD 163296 c,Confirmed,0.3,,,,,,,,,,,,261.0,4.0,4.0,,,,,,,,2016,2021-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Default,Theoretical,,,,HD 163296,269.087500007,-21.956111135,6.85,,,,,122.0,3.0,17.0,,,,2.3,,,,,,A1V,0.005,,,,,,,,
HD 168443 c,Confirmed,29.463,6.128,12.184,17.193,0.21,0.21,,,,1749.83,0.57,0.57,2.8373,0.018,0.018,0.2113,0.0017,0.0017,35.7,11.0,11.0,0.075904,2001,2014-08-22,64.87,0.51,0.51,2455521.3,2.2,2.2,,,,2455599.9,1.187,1.187,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 168443,275.0166667,-9.5927778,6.92,,,,,37.38,1.26,1.26,0.04,0.03,0.03,0.995,0.019,0.019,1.51,0.06,0.06,G5,9.8,1.0,1.0,5591.0,44.0,44.0,,,
HD 169142 b,Confirmed,2.2,1.2,1.8,,,,,,,,,,36.4,,,,,,,,,,2014,2019-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Imaging,Theoretical,,,,HD169142,276.124104177,-29.780508082,8.16,,7.31,,,117.0,,,,,,1.65,,,1.6,,,A7V,0.012,,,7650.0,150.0,150.0,Imaging,,
HD 17156 b,Confirmed,3.195,0.034,0.034,3.191,0.033,0.033,1.095,0.02,0.02,21.2163979,1.59e-05,1.59e-05,0.1623,0.002,0.002,0.6768,0.0034,0.0034,87.21,0.31,0.31,0.002074,2007,2014-08-16,121.71,0.43,0.43,3738.529,0.5,0.5,,,,2454884.02817,7.3e-05,7.3e-05,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,HD 17156,42.4333333,71.7533333,8.17,,,,,78.24,,,0.24,0.05,0.05,1.275,0.018,0.018,1.508,0.021,0.021,G0,3.38,0.47,0.47,6079.0,80.0,80.0,,,
HD 176051 b,Confirmed,1.5,0.3,0.3,,,,,,,1016.0,40.0,40.0,1.76,,,0.0,,,,,,0.117412,2010,2010-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Astrometry,,,,,HD 176051,284.2583333,32.9013889,5.22,,,,,14.99,0.13,0.13,,,,0.9,0.2,0.2,,,,,,,,,,,IR Excess,,
HD 180777 b,Confirmed,25.0,,,,,,,,,28.44,,,0.22,,,0.2,0.01,0.01,,,,0.008059,2006,2016-08-22,56.0,4.0,4.0,2453244.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,59 Draconis b,,HD 180777,287.2916667,76.5605556,5.11,,,,,27.3,,,,,,1.7,,,,,,A9V,,,,7250.0,,,,,
HD 181720 b,Confirmed,12.12,5.88,inf,0.37,,,,,,956.0,14.0,14.0,1.78,,,0.26,0.06,0.06,1.75,1.65,1.65,0.031786,2009,2014-07-10,177.0,12.0,12.0,2453631.0,30.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 181720,290.7208333,-32.9191667,7.86,,,,,56.0,4.0,4.0,-0.53,0.02,0.02,0.92,,,,,,G1V,,,,5781.0,18.0,18.0,,,
HD 183579 b,Confirmed,0.0302,0.132,0.0142,,,,0.3149,0.0098,0.0116,17.471278,6e-05,6e-05,0.1334,0.0062,0.0062,0.28,0.28,0.0,89.33,0.4,0.4,,2021,2021-07-30,,,,,,,,,,,,,,,,,,,0.32,0.2,0.2,,,,2.3,1.0,1.0,769.0,13.0,17.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,TOI-1055 b,,HD 183579,293.287500003,-54.532500023,8.7,,,,,57.06,0.25,0.25,-0.023,0.05,0.05,1.031,0.026,0.026,0.985,0.026,0.037,G5V,,,,5788.0,44.0,44.0,,,TOI-1055
HD 189733 b,Confirmed,1.138,0.025,0.025,1.15,,,1.138,0.077,0.077,2.219,,,0.031,,,0.0,,,85.51,0.05,0.05,0.001628,2005,2022-05-04,,,,2454037.612,,,,,,2453988.80336,0.00024,0.00024,,,,,,,,,,,,,205.0,,,,,,,,0.4,0.11,0.12,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,"C, CH4, CO, CO2, Ca, Fe I, H, H2O, He, K, Na, O, O I, Sc, Ti+",HD 189733,300.1791667,22.7108333,7.67,,,,,19.3,0.2,0.2,-0.03,0.04,0.04,0.8,0.4,0.4,0.805,0.016,0.016,K1-K2,0.6,,,4875.0,43.0,43.0,,Yes,
HD 190228 b,Confirmed,65.7,20.4,20.4,,,,,,,1146.0,16.0,16.0,2.0,0.5,0.5,0.5,0.04,0.04,4.5,2.1,2.1,0.030253,2002,2016-08-22,107.0,3.2,3.2,1236.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 190228,300.75,28.3066667,7.3,,,,,66.11,,,-0.24,,,1.3,,,3.02,0.33,0.33,G5IV,10.16,,,5176.0,,,,,
HD 191939 b,Confirmed,0.0327,0.0028,0.0028,,,,0.3024,0.0062,0.0062,8.88029,2e-05,2e-05,0.078,0.004,0.004,0.0,,,88.06,0.08,0.08,,2020,2021-08-06,,,,,,,,,,2458715.3561,0.0004,0.0004,,,,,,,0.62,0.02,0.02,,,,3.8,0.3,0.3,893.0,36.0,36.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HD 191939,302.025000002,66.850277795,9.0,,,,,53.608,0.073,0.073,-0.16,0.08,0.08,0.92,0.06,0.06,0.945,0.021,0.021,G8V,7.0,3.0,3.0,5427.0,50.0,50.0,,,
HD 191939 c,Confirmed,0.0227,0.0044,0.0044,,,,0.2748,0.062,0.062,28.5805,0.0002,0.0002,0.17,0.002,0.002,0.0,,,89.09,0.03,0.03,,2020,2021-08-06,,,,,,,,,,2458726.0534,0.0006,0.0006,,,,,,,0.63,0.02,0.02,,,,1.8,0.3,0.3,605.0,24.0,24.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HD 191939,302.025000002,66.850277795,9.0,,,,,53.608,0.073,0.073,-0.16,0.08,0.08,0.92,0.06,0.06,0.945,0.021,0.021,G8V,7.0,3.0,3.0,5427.0,50.0,50.0,,,
HD 191939 d,Confirmed,0.0182,0.0182,0.0,,,,0.2712,0.0062,0.0062,38.3525,0.0003,0.0003,0.207,0.003,0.003,0.0,,,89.43,0.04,0.04,,2020,2021-08-06,,,,,,,,,,2458743.5518,0.0007,0.0007,,,,,,,0.438,0.088,0.074,,,,0.6,0.3,0.3,549.0,22.0,22.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HD 191939,302.025000002,66.850277795,9.0,,,,,53.608,0.073,0.073,-0.16,0.08,0.08,0.92,0.06,0.06,0.945,0.021,0.021,G8V,7.0,3.0,3.0,5427.0,50.0,50.0,,,
HD 19467 b,Confirmed,52.0,4.3,4.3,,,,,,,,,,51.1,1.0,1.0,,,,,,,,2016,2016-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,978.0,,,,,,Published in a refereed paper,Imaging,Spectrum,,,,HD 19467,46.829166673,-13.761666691,7.0,,,,,30.86,0.6,0.6,-0.15,0.04,0.04,0.95,0.02,0.02,1.15,0.03,0.03,G3V,7.2,2.8,2.8,5680.0,40.0,40.0,,,
HD 202206 (AB) c,Confirmed,17.9,1.8,2.9,,,,,,,1260.0,11.0,11.0,2.41,,,0.22,0.03,0.03,7.7,1.1,1.1,0.055028,2004,2018-07-31,280.0,4.0,4.0,2453103.0,452.0,452.0,,,,,,,,,,,,,,,,,,,41.0,1.0,1.0,,,,,,,,,,Published in a refereed paper,Radial Velocity,Astrometry,,,,HD 202206 A,318.7375,-20.7891667,8.08,,,,,45.54,0.25,0.25,0.37,0.07,0.07,1.13,,,1.02,,,G8 V,2.04,,,5750.0,75.0,75.0,IR Excess,,
HD 202772 A b,Confirmed,1.008,0.079,0.074,,,,1.562,0.069,0.053,3.30896,8.2e-05,8.2e-05,0.0519,0.0012,0.00075,0.047,0.033,0.05,84.2,0.86,1.1,,2018,2018-10-05,88.0,120.0,34.0,,,,2458328.68358,0.00035,0.00035,2458330.33,0.051,0.043,,,,,,,0.416,0.078,0.055,,,,96.9,6.0,6.1,2132.0,33.0,37.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HD 202772 A,319.700000016,-26.616388914,8.32,,,,,147.2,2.4,2.5,0.29,0.24,0.13,1.703,0.12,0.075,2.614,0.11,0.08,,1.8,0.3,0.43,6230.0,98.0,100.0,,,TIC 290131778
HD 203030 b,Confirmed,11.0,4.0,4.0,,,,,,,,,,487.0,,,,,,,,,,2017,2019-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1040.0,,,,,,Published in a refereed paper,Imaging,Spectrum,,"V457 Vul b, HIP 105232 b",H2O,HD 203030,319.7416667,26.2305556,8.43,,,,,41.0,1.2,1.2,,,,0.97,,,,,,G8V,0.25,0.07,0.07,,,,,,
HD 206893 b,Confirmed,17.5,12.5,12.5,,,,1.65,0.65,0.65,9807.0,2140.0,2140.0,9.85,2.2,2.2,0.21,0.15,0.15,154.0,9.0,12.0,,2016,2021-06-14,95.0,44.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150.0,,,,,,Published in a refereed paper,Imaging,Spectrum,,,,HD 206893,326.341666674,-12.783333349,6.67,,,,,38.34,0.8,0.8,,,,1.24,,,,,,F5V,1.1,1.0,1.0,6486.0,,,,,
HD 207897 b,Confirmed,0.05,0.005,0.005,,,,0.22348,0.0071,0.0071,16.202157,8.5e-05,8.5e-05,0.1164,0.0017,0.0017,0.047,0.033,0.053,88.755,0.0067,0.0067,,2021,2021-10-19,235.0,95.0,68.0,,,,,,,,,,,,,,,,0.712,0.04,0.04,,,,4.65,0.46,0.46,632.3,7.0,8.2,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,TOI-1611 b,,HD 207897,325.187500015,84.333611118,8.4,,,,,28.25,0.03,0.03,-0.04,0.04,0.04,0.801,0.031,0.026,0.779,0.019,0.019,K0V,7.1,4.5,4.5,5071.0,59.0,59.0,,,TOI-1611
HD 208487 c,Confirmed,0.46,0.1,0.1,,,,,,,908.0,90.0,90.0,1.8,0.1,0.1,0.19,0.1,0.1,,,,0.04,2006,2021-10-04,227.0,50.0,50.0,10605.0,120.0,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a professional conference,Default,,,,,HD 208487,329.3291667,-37.7636111,7.48,,,,,45.0,,,-0.06,0.05,0.05,1.3,,,1.15,,,G2V,3.88,,,5929.0,,,,,
